date,close_price,volume
2025-03-28,109.65010070800781,229872500
2025-03-31,108.3603286743164,299212700
2025-04-01,110.13001251220703,222614000
2025-04-02,110.39995574951172,220601200
2025-04-03,101.78153228759766,338769400
2025-04-04,94.29288482666016,532273800
2025-04-07,97.62227630615234,611041300
2025-04-08,96.28252410888672,476243400
2025-04-09,114.30925750732422,612918300
2025-04-10,107.55047607421875,437812400
2025-04-11,110.90986633300781,313417300
2025-04-14,110.68990325927734,264705000
2025-04-15,112.17963409423828,228966900
2025-04-16,104.47103881835938,397016900
2025-04-17,101.47157287597656,292517500
2025-04-21,96.89241790771484,288501100
2025-04-22,98.8720474243164,241004800
2025-04-23,102.69136047363281,247526000
2025-04-24,106.41067504882812,220815000
2025-04-25,110.98986053466797,251064700
2025-04-28,108.71026611328125,207708500
2025-04-29,109.00020599365234,170444300
2025-04-30,108.90023040771484,235044600
2025-05-01,111.5897445678711,236121500
2025-05-02,114.4792251586914,190194800
2025-05-05,113.7993392944336,133163200
2025-05-06,113.51940155029297,158525600
2025-05-07,117.03875732421875,206758800
2025-05-08,117.34870910644531,198428100
2025-05-09,116.62882995605469,132972200
2025-05-12,122.97767639160156,225023300
2025-05-13,129.9064178466797,330430100
2025-05-14,135.3154296875,281180800
2025-05-15,134.80552673339844,226632600
2025-05-16,135.37542724609375,226542500
2025-05-19,135.54539489746094,193154600
2025-05-20,134.35562133789062,161514200
2025-05-21,131.7760772705078,270608700
2025-05-22,132.80589294433594,187344000
2025-05-23,131.26617431640625,198821300
2025-05-27,135.47540283203125,192953600
2025-05-28,134.78553771972656,304021100
2025-05-29,139.1647491455078,369241900
2025-05-30,135.10548400878906,333170900
2025-06-02,137.35507202148438,197663100
2025-06-03,141.19436645507812,225578800
2025-06-04,141.8942413330078,167120800
2025-06-05,139.964599609375,231397900
2025-06-06,141.69427490234375,153986200
2025-06-09,142.6041259765625,185114500
2025-06-10,143.9338836669922,155881900
2025-06-11,142.81399536132812,167694000
2025-06-12,144.98374938964844,162365000
2025-06-13,141.95408630371094,180820600
2025-06-16,144.6737823486328,183133700
2025-06-17,144.1038360595703,139108000
2025-06-18,145.46368408203125,161494100
2025-06-20,143.83387756347656,242956200
2025-06-23,144.15383911132812,154308900
2025-06-24,147.88340759277344,187566100
2025-06-25,154.29270935058594,269146500
2025-06-26,155.00262451171875,198145700
2025-06-27,157.73231506347656,263234500
2025-06-30,157.97230529785156,194580300
2025-07-01,153.2828369140625,213143600
2025-07-02,157.2323760986328,171224100
2025-07-03,159.3221435546875,143716100
2025-07-07,158.22227478027344,140139000
2025-07-08,159.98207092285156,138133000
2025-07-09,162.86175537109375,183656400
2025-07-10,164.0816192626953,167704100
2025-07-11,164.90151977539062,193633300
2025-07-14,164.05162048339844,136975800
2025-07-15,170.6808624267578,230627400
2025-07-16,171.35079956054688,158831500
2025-07-17,172.98062133789062,160841100
2025-07-18,172.39068603515625,146456400
2025-07-21,171.36080932617188,123126100
2025-07-22,167.01129150390625,193114300
2025-07-23,170.7608642578125,154082200
2025-07-24,173.7205352783203,128984600
2025-07-25,173.48056030273438,122316800
2025-07-28,176.73019409179688,140023500
2025-07-29,175.49032592773438,154077500
2025-07-30,179.2499237060547,174312200
2025-07-31,177.85006713867188,221685400
2025-08-01,173.70053100585938,204529000
2025-08-04,179.97982788085938,148174600
2025-08-05,178.24002075195312,156407600
2025-08-06,179.39988708496094,137192300
2025-08-07,180.74974060058594,151878400
2025-08-08,182.6795196533203,123396700
2025-08-11,182.0395965576172,138323200
2025-08-12,183.1394805908203,145485700
2025-08-13,181.56964111328125,179871700
2025-08-14,181.99960327148438,129554000
2025-08-15,180.42977905273438,156602200
2025-08-18,181.98959350585938,132008000
2025-08-19,175.6203155517578,185229200
2025-08-20,175.38034057617188,215142700
2025-08-21,174.96038818359375,140040900
2025-08-22,177.97006225585938,172789400
2025-08-25,179.78985595703125,163012800
2025-08-26,181.7496337890625,168688200
2025-08-27,181.57965087890625,235518900
2025-08-28,180.14981079101562,281787800
2025-08-29,174.1604766845703,243257900
2025-09-02,170.7608642578125,231164900
2025-09-03,170.60089111328125,164424900
2025-09-04,171.64077758789062,141670100
2025-09-05,167.0012969970703,224441400
2025-09-08,168.2911376953125,163769100
2025-09-09,170.74085998535156,157548400
2025-09-10,177.3101348876953,226852000
2025-09-11,177.16014099121094,151159300
2025-09-12,177.8101043701172,124911000
2025-09-15,177.74009704589844,147061600
2025-09-16,174.87026977539062,140737800
2025-09-17,170.280517578125,211843800
2025-09-18,176.23019409179688,191763300
2025-09-19,176.66015625,237182100
2025-09-22,183.5997772216797,269637000
2025-09-23,178.42005920410156,192559600
2025-09-24,176.96014404296875,143564100
2025-09-25,177.68011474609375,191586700
2025-09-26,178.18008422851562,148573700
2025-09-29,181.8398895263672,193063500
2025-09-30,186.56961059570312,236981000
2025-10-01,187.22958374023438,173844900
2025-10-02,188.87948608398438,136805800
2025-10-03,187.6095428466797,137596900
2025-10-06,185.5296630859375,157678100
2025-10-07,185.02969360351562,140088000
2025-10-08,189.09947204589844,130168900
2025-10-09,192.5592803955078,182997200
2025-10-10,183.14981079101562,268774400
2025-10-13,188.3095245361328,153482800
2025-10-14,180.0199737548828,205641400
2025-10-15,179.8199920654297,214450500
2025-10-16,181.7998809814453,179723300
2025-10-17,183.20980834960938,173135200
2025-10-20,182.6298370361328,128544700
2025-10-21,181.14991760253906,124240200
2025-10-22,180.26995849609375,162249600
2025-10-23,182.1498565673828,111363700
2025-10-24,186.24961853027344,131296700
2025-10-27,191.47933959960938,153452700
2025-10-28,201.01881408691406,297986200
2025-10-29,207.02847290039062,308829600
2025-10-30,202.8787078857422,178864400
2025-10-31,202.47872924804688,179802200
2025-11-03,206.8684844970703,180267300
2025-11-04,198.67893981933594,188919300
2025-11-05,195.1991424560547,171350300
2025-11-06,188.0695343017578,223029800
2025-11-07,188.1395263671875,264942300
2025-11-10,199.03892517089844,198897100
2025-11-11,193.1492462158203,176483300
2025-11-12,193.78921508789062,154935300
2025-11-13,186.84959411621094,207423100
2025-11-14,190.15940856933594,186591900
2025-11-17,186.58961486816406,173628900
2025-11-18,181.3498992919922,213598900
2025-11-19,186.50961303710938,247246400
2025-11-20,180.62994384765625,343504800
2025-11-21,178.8700408935547,346926200
2025-11-24,182.5398406982422,256618300
2025-11-25,177.8101043701172,320600300
2025-11-26,180.2499542236328,183852000
2025-11-28,176.99014282226562,121332800
2025-12-01,179.9099884033203,188131000
2025-12-02,181.4499053955078,182632200
2025-12-03,179.5800018310547,165138000
2025-12-04,183.3800048828125,167364900
2025-12-05,182.41000366210938,143971100
2025-12-08,185.5500030517578,204378100
2025-12-09,184.97000122070312,144719700
2025-12-10,183.77999877929688,162785400
2025-12-11,180.92999267578125,182136600
2025-12-12,175.02000427246094,204274900
2025-12-15,176.2899932861328,164775600
2025-12-16,177.72000122070312,148588100
2025-12-17,170.94000244140625,222775500
2025-12-18,174.13999938964844,176096000
2025-12-19,180.99000549316406,324925900
2025-12-22,183.69000244140625,129064400
2025-12-23,189.2100067138672,174873600
2025-12-24,188.61000061035156,65528500
2025-12-26,190.52999877929688,139740300
2025-12-29,188.22000122070312,120006100
2025-12-30,187.5399932861328,97687300
2025-12-31,186.5,120100500
2026-01-02,188.85000610351562,148240500
2026-01-05,188.1199951171875,183529700
2026-01-06,187.24000549316406,176862600
2026-01-07,189.11000061035156,153543200
2026-01-08,185.0399932861328,172457000
2026-01-09,184.86000061035156,131327500
2026-01-12,184.94000244140625,137968500
2026-01-13,185.80999755859375,160128900
2026-01-14,183.13999938964844,159586100
2026-01-15,187.0500030517578,206188600
2026-01-16,186.22999572753906,187967200
2026-01-20,178.07000732421875,222563700
